[7823, 8211] 102
[23994, 6205] 724
[27316, 6205] 888
[27411, 6205] 846
[27395, 6205] 850
[25182, 6205] 804
[25498, 6205] 876
[27364, 6205] 768
[27376, 6205] 808
[28009, 6205] 784
[28236, 6205] 814
[24027, 6205] 748
[25118, 6205] 782
[26039, 6205] 788
[28002, 6205] 798
[28229, 6205] 824
[22136, 6205] 638
[23295, 6205] 702
[24131, 6205] 698
[20079, 6205] 496
[21061, 6205] 630
[20745, 6205] 674
[20627, 6205] 684
[21300, 6205] 660
[20231, 6205] 688
[18954, 6205] 456
[19484, 6205] 478
[20156, 6205] 544
[21241, 6205] 600
[28378, 6205] 908
[28619, 6205] 1008
[32792, 6205] 1134
[33414, 6205] 1272
[30162, 6205] 1118
[28748, 6205] 988
[32062, 6205] 1132
[30155, 6205] 1120
[30329, 6205] 1010
[30892, 6205] 986
[32020, 6205] 1032
[31998, 6205] 984
[32202, 6205] 1128
[25351, 6205] 1056
[26326, 6205] 1142
[27443, 6205] 1130
[32562, 6205] 1552
[32746, 6205] 1576
[3527, 6686] 98
[8210, 6686] 138
[16230, 6686] 336
[8643, 6686] 154
[10955, 6686] 604
[11356, 6686] 578
[12593, 6686] 558
[13107, 6686] 554
[14605, 6686] 536
[16008, 6686] 518
[12670, 6686] 526
[11407, 6686] 578
[11087, 6686] 610
[15365, 6686] 516
[13420, 6686] 526
[14140, 6686] 384
[17207, 6686] 344
[15728, 6686] 538
[13470, 6686] 486
[18089, 6686] 748
[17812, 6686] 648
[20006, 6686] 782
[18703, 6686] 668
[18458, 6686] 750
[19155, 6686] 772
[19039, 6686] 450
[20436, 6686] 684
[27386, 6686] 820
[21116, 6686] 800
[24352, 6686] 842
[23742, 6686] 840
[20848, 6686] 480
[23411, 6686] 606
[23994, 6686] 732
[27316, 6686] 896
[27411, 6686] 854
[27395, 6686] 858
[25182, 6686] 812
[25498, 6686] 884
[27364, 6686] 776
[27376, 6686] 816
[28009, 6686] 792
[28236, 6686] 822
[24027, 6686] 756
[25118, 6686] 790
[26039, 6686] 796
[28002, 6686] 806
[28229, 6686] 832
[22136, 6686] 646
[23295, 6686] 710
[24131, 6686] 706
[20079, 6686] 504
[21061, 6686] 638
[20745, 6686] 682
[20627, 6686] 692
[21300, 6686] 668
[20231, 6686] 696
[18954, 6686] 464
[19484, 6686] 486
[20156, 6686] 552
[21241, 6686] 608
[28378, 6686] 916
[28619, 6686] 1016
[32792, 6686] 1142
[33414, 6686] 1280
[30162, 6686] 1126
[28748, 6686] 996
[32062, 6686] 1140
[30155, 6686] 1128
[30329, 6686] 1018
[30892, 6686] 994
[32020, 6686] 1040
[31998, 6686] 992
[32202, 6686] 1136
[25351, 6686] 1064
[26326, 6686] 1150
[27443, 6686] 1138
[32562, 6686] 1560
[32746, 6686] 1584
[8210, 3527] 196
[16230, 3527] 394
[8643, 3527] 212
[10955, 3527] 662
[11356, 3527] 636
[12593, 3527] 616
[13107, 3527] 612
[14605, 3527] 594
[16008, 3527] 576
[12670, 3527] 584
[11407, 3527] 636
[11087, 3527] 668
[15365, 3527] 574
[13420, 3527] 584
[14140, 3527] 442
[17207, 3527] 402
[15728, 3527] 596
[13470, 3527] 544
[18089, 3527] 806
[17812, 3527] 706
[20006, 3527] 840
[18703, 3527] 726
[18458, 3527] 808
[19155, 3527] 830
[19039, 3527] 508
[20436, 3527] 742
[27386, 3527] 878
[21116, 3527] 858
[24352, 3527] 900
[23742, 3527] 898
[20848, 3527] 538
[23411, 3527] 664
[23994, 3527] 790
[27316, 3527] 954
[27411, 3527] 912
[27395, 3527] 916
[25182, 3527] 870
[25498, 3527] 942
[27364, 3527] 834
[27376, 3527] 874
[28009, 3527] 850
[28236, 3527] 880
[24027, 3527] 814
[25118, 3527] 848
[26039, 3527] 854
[28002, 3527] 864
[28229, 3527] 890
[22136, 3527] 704
[23295, 3527] 768
[24131, 3527] 764
[20079, 3527] 562
[21061, 3527] 696
[20745, 3527] 740
[20627, 3527] 750
[21300, 3527] 726
[20231, 3527] 754
[18954, 3527] 522
[19484, 3527] 544
[20156, 3527] 610
[21241, 3527] 666
[28378, 3527] 974
[28619, 3527] 1074
[32792, 3527] 1200
[33414, 3527] 1338
[30162, 3527] 1184
[28748, 3527] 1054
[32062, 3527] 1198
[30155, 3527] 1186
[30329, 3527] 1076
[30892, 3527] 1052
[32020, 3527] 1098
[31998, 3527] 1050
[32202, 3527] 1194
[25351, 3527] 1122
[26326, 3527] 1208
[27443, 3527] 1196
[32562, 3527] 1618
[32746, 3527] 1642
[16230, 8210] 246
[8643, 8210] 64
[10955, 8210] 514
[11356, 8210] 488
[12593, 8210] 468
[13107, 8210] 464
[14605, 8210] 446
[16008, 8210] 428
[12670, 8210] 436
[11407, 8210] 488
[11087, 8210] 520
[15365, 8210] 426
[13420, 8210] 436
[14140, 8210] 294
[17207, 8210] 254
[15728, 8210] 448
[13470, 8210] 404
[18089, 8210] 670
[17812, 8210] 566
[20006, 8210] 700
[18703, 8210] 586
[18458, 8210] 672
[19155, 8210] 690
[19039, 8210] 360
[20436, 8210] 602
[27386, 8210] 730
[21116, 8210] 718
[24352, 8210] 760
[23742, 8210] 758
[20848, 8210] 390
[23411, 8210] 516
[23994, 8210] 642
[27316, 8210] 806
[27411, 8210] 764
[27395, 8210] 768
[25182, 8210] 722
[25498, 8210] 794
[27364, 8210] 686
[27376, 8210] 726
[28009, 8210] 702
[28236, 8210] 732
[24027, 8210] 666
[25118, 8210] 700
[26039, 8210] 706
[28002, 8210] 716
[28229, 8210] 742
[22136, 8210] 556
[23295, 8210] 620
[24131, 8210] 616
[20079, 8210] 414
[21061, 8210] 548
[20745, 8210] 600
[20627, 8210] 610
[21300, 8210] 578
[20231, 8210] 614
[18954, 8210] 374
[19484, 8210] 396
[20156, 8210] 462
[21241, 8210] 518
[28378, 8210] 826
[28619, 8210] 934
[32792, 8210] 1052
[33414, 8210] 1190
[30162, 8210] 1036
[28748, 8210] 906
[32062, 8210] 1050
[30155, 8210] 1038
[30329, 8210] 928
[30892, 8210] 904
[32020, 8210] 950
[31998, 8210] 902
[32202, 8210] 1046
[25351, 8210] 982
[26326, 8210] 1068
[27443, 8210] 1056
[32562, 8210] 1478
[32746, 8210] 1502
[8643, 16230] 222
[10955, 16230] 316
[11356, 16230] 290
[12593, 16230] 270
[13107, 16230] 266
[14605, 16230] 248
[16008, 16230] 230
[12670, 16230] 238
[11407, 16230] 290
[11087, 16230] 322
[15365, 16230] 228
[13420, 16230] 238
[14140, 16230] 96
[17207, 16230] 32
[15728, 16230] 250
[13470, 16230] 194
[18089, 16230] 548
[17812, 16230] 348
[20006, 16230] 482
[18703, 16230] 368
[18458, 16230] 522
[19155, 16230] 472
[19039, 16230] 142
[20436, 16230] 384
[27386, 16230] 512
[21116, 16230] 500
[24352, 16230] 542
[23742, 16230] 540
[20848, 16230] 172
[23411, 16230] 298
[23994, 16230] 424
[27316, 16230] 588
[27411, 16230] 546
[27395, 16230] 550
[25182, 16230] 504
[25498, 16230] 576
[27364, 16230] 468
[27376, 16230] 508
[28009, 16230] 484
[28236, 16230] 514
[24027, 16230] 448
[25118, 16230] 482
[26039, 16230] 488
[28002, 16230] 498
[28229, 16230] 524
[22136, 16230] 338
[23295, 16230] 402
[24131, 16230] 398
[20079, 16230] 196
[21061, 16230] 330
[20745, 16230] 382
[20627, 16230] 392
[21300, 16230] 360
[20231, 16230] 396
[18954, 16230] 156
[19484, 16230] 178
[20156, 16230] 244
[21241, 16230] 300
[28378, 16230] 608
[28619, 16230] 716
[32792, 16230] 834
[33414, 16230] 972
[30162, 16230] 818
[28748, 16230] 688
[32062, 16230] 832
[30155, 16230] 820
[30329, 16230] 710
[30892, 16230] 686
[32020, 16230] 732
[31998, 16230] 684
[32202, 16230] 828
[25351, 16230] 764
[26326, 16230] 850
[27443, 16230] 838
[32562, 16230] 1260
[32746, 16230] 1284
[10955, 8643] 490
[11356, 8643] 464
[12593, 8643] 444
[13107, 8643] 440
[14605, 8643] 422
[16008, 8643] 404
[12670, 8643] 412
[11407, 8643] 464
[11087, 8643] 496
[15365, 8643] 402
[13420, 8643] 412
[14140, 8643] 270
[17207, 8643] 230
[15728, 8643] 424
[13470, 8643] 380
[18089, 8643] 666
[17812, 8643] 542
[20006, 8643] 676
[18703, 8643] 562
[18458, 8643] 668
[19155, 8643] 666
[19039, 8643] 336
[20436, 8643] 578
[27386, 8643] 706
[21116, 8643] 694
[24352, 8643] 736
[23742, 8643] 734
[20848, 8643] 366
[23411, 8643] 492
[23994, 8643] 618
[27316, 8643] 782
[27411, 8643] 740
[27395, 8643] 744
[25182, 8643] 698
[25498, 8643] 770
[27364, 8643] 662
[27376, 8643] 702
[28009, 8643] 678
[28236, 8643] 708
[24027, 8643] 642
[25118, 8643] 676
[26039, 8643] 682
[28002, 8643] 692
[28229, 8643] 718
[22136, 8643] 532
[23295, 8643] 596
[24131, 8643] 592
[20079, 8643] 390
[21061, 8643] 524
[20745, 8643] 576
[20627, 8643] 586
[21300, 8643] 554
[20231, 8643] 590
[18954, 8643] 350
[19484, 8643] 372
[20156, 8643] 438
[21241, 8643] 494
[28378, 8643] 802
[28619, 8643] 910
[32792, 8643] 1028
[33414, 8643] 1166
[30162, 8643] 1012
[28748, 8643] 882
[32062, 8643] 1026
[30155, 8643] 1014
[30329, 8643] 904
[30892, 8643] 880
[32020, 8643] 926
[31998, 8643] 878
[32202, 8643] 1022
[25351, 8643] 958
[26326, 8643] 1044
[27443, 8643] 1032
[32562, 8643] 1454
[32746, 8643] 1478
[11356, 10955] 74
[12593, 10955] 118
[13107, 10955] 114
[14605, 10955] 132
[16008, 10955] 130
[12670, 10955] 106
[11407, 10955] 74
[11087, 10955] 50
[15365, 10955] 128
[13420, 10955] 106
[14140, 10955] 232
[17207, 10955] 328
[15728, 10955] 134
[13470, 10955] 490
[18089, 10955] 844
[17812, 10955] 644
[20006, 10955] 778
[18703, 10955] 664
[18458, 10955] 818
[19155, 10955] 768
[19039, 10955] 438
[20436, 10955] 680
[27386, 10955] 808
[21116, 10955] 796
[24352, 10955] 838
[23742, 10955] 836
[20848, 10955] 468
[23411, 10955] 594
[23994, 10955] 720
[27316, 10955] 884
[27411, 10955] 842
[27395, 10955] 846
[25182, 10955] 800
[25498, 10955] 872
[27364, 10955] 764
[27376, 10955] 804
[28009, 10955] 780
[28236, 10955] 810
[24027, 10955] 744
[25118, 10955] 778
[26039, 10955] 784
[28002, 10955] 794
[28229, 10955] 820
[22136, 10955] 634
[23295, 10955] 698
[24131, 10955] 694
[20079, 10955] 492
[21061, 10955] 626
[20745, 10955] 678
[20627, 10955] 688
[21300, 10955] 656
[20231, 10955] 692
[18954, 10955] 452
[19484, 10955] 474
[20156, 10955] 540
[21241, 10955] 596
[28378, 10955] 904
[28619, 10955] 1012
[32792, 10955] 1130
[33414, 10955] 1268
[30162, 10955] 1114
[28748, 10955] 984
[32062, 10955] 1128
[30155, 10955] 1116
[30329, 10955] 1006
[30892, 10955] 982
[32020, 10955] 1028
[31998, 10955] 980
[32202, 10955] 1124
[25351, 10955] 1060
[26326, 10955] 1146
[27443, 10955] 1134
[32562, 10955] 1556
[32746, 10955] 1580
[12593, 11356] 88
[13107, 11356] 84
[14605, 11356] 102
[16008, 11356] 104
[12670, 11356] 80
[11407, 11356] 48
[11087, 11356] 80
[15365, 11356] 102
[13420, 11356] 80
[14140, 11356] 206
[17207, 11356] 302
[15728, 11356] 104
[13470, 11356] 464
[18089, 11356] 818
[17812, 11356] 618
[20006, 11356] 752
[18703, 11356] 638
[18458, 11356] 792
[19155, 11356] 742
[19039, 11356] 412
[20436, 11356] 654
[27386, 11356] 782
[21116, 11356] 770
[24352, 11356] 812
[23742, 11356] 810
[20848, 11356] 442
[23411, 11356] 568
[23994, 11356] 694
[27316, 11356] 858
[27411, 11356] 816
[27395, 11356] 820
[25182, 11356] 774
[25498, 11356] 846
[27364, 11356] 738
[27376, 11356] 778
[28009, 11356] 754
[28236, 11356] 784
[24027, 11356] 718
[25118, 11356] 752
[26039, 11356] 758
[28002, 11356] 768
[28229, 11356] 794
[22136, 11356] 608
[23295, 11356] 672
[24131, 11356] 668
[20079, 11356] 466
[21061, 11356] 600
[20745, 11356] 652
[20627, 11356] 662
[21300, 11356] 630
[20231, 11356] 666
[18954, 11356] 426
[19484, 11356] 448
[20156, 11356] 514
[21241, 11356] 570
[28378, 11356] 878
[28619, 11356] 986
[32792, 11356] 1104
[33414, 11356] 1242
[30162, 11356] 1088
[28748, 11356] 958
[32062, 11356] 1102
[30155, 11356] 1090
[30329, 11356] 980
[30892, 11356] 956
[32020, 11356] 1002
[31998, 11356] 954
[32202, 11356] 1098
[25351, 11356] 1034
[26326, 11356] 1120
[27443, 11356] 1108
[32562, 11356] 1530
[32746, 11356] 1554
[13107, 12593] 20
[14605, 12593] 58
[16008, 12593] 84
[12670, 12593] 60
[11407, 12593] 92
[11087, 12593] 124
[15365, 12593] 82
[13420, 12593] 60
[14140, 12593] 186
[17207, 12593] 282
[15728, 12593] 60
[13470, 12593] 444
[18089, 12593] 798
[17812, 12593] 598
[20006, 12593] 732
[18703, 12593] 618
[18458, 12593] 772
[19155, 12593] 722
[19039, 12593] 392
[20436, 12593] 634
[27386, 12593] 762
[21116, 12593] 750
[24352, 12593] 792
[23742, 12593] 790
[20848, 12593] 422
[23411, 12593] 548
[23994, 12593] 674
[27316, 12593] 838
[27411, 12593] 796
[27395, 12593] 800
[25182, 12593] 754
[25498, 12593] 826
[27364, 12593] 718
[27376, 12593] 758
[28009, 12593] 734
[28236, 12593] 764
[24027, 12593] 698
[25118, 12593] 732
[26039, 12593] 738
[28002, 12593] 748
[28229, 12593] 774
[22136, 12593] 588
[23295, 12593] 652
[24131, 12593] 648
[20079, 12593] 446
[21061, 12593] 580
[20745, 12593] 632
[20627, 12593] 642
[21300, 12593] 610
[20231, 12593] 646
[18954, 12593] 406
[19484, 12593] 428
[20156, 12593] 494
[21241, 12593] 550
[28378, 12593] 858
[28619, 12593] 966
[32792, 12593] 1084
[33414, 12593] 1222
[30162, 12593] 1068
[28748, 12593] 938
[32062, 12593] 1082
[30155, 12593] 1070
[30329, 12593] 960
[30892, 12593] 936
[32020, 12593] 982
[31998, 12593] 934
[32202, 12593] 1078
[25351, 12593] 1014
[26326, 12593] 1100
[27443, 12593] 1088
[32562, 12593] 1510
[32746, 12593] 1534
[14605, 13107] 54
[16008, 13107] 80
[12670, 13107] 56
[11407, 13107] 88
[11087, 13107] 120
[15365, 13107] 78
[13420, 13107] 56
[14140, 13107] 182
[17207, 13107] 278
[15728, 13107] 56
[13470, 13107] 440
[18089, 13107] 794
[17812, 13107] 594
[20006, 13107] 728
[18703, 13107] 614
[18458, 13107] 768
[19155, 13107] 718
[19039, 13107] 388
[20436, 13107] 630
[27386, 13107] 758
[21116, 13107] 746
[24352, 13107] 788
[23742, 13107] 786
[20848, 13107] 418
[23411, 13107] 544
[23994, 13107] 670
[27316, 13107] 834
[27411, 13107] 792
[27395, 13107] 796
[25182, 13107] 750
[25498, 13107] 822
[27364, 13107] 714
[27376, 13107] 754
[28009, 13107] 730
[28236, 13107] 760
[24027, 13107] 694
[25118, 13107] 728
[26039, 13107] 734
[28002, 13107] 744
[28229, 13107] 770
[22136, 13107] 584
[23295, 13107] 648
[24131, 13107] 644
[20079, 13107] 442
[21061, 13107] 576
[20745, 13107] 628
[20627, 13107] 638
[21300, 13107] 606
[20231, 13107] 642
[18954, 13107] 402
[19484, 13107] 424
[20156, 13107] 490
[21241, 13107] 546
[28378, 13107] 854
[28619, 13107] 962
[32792, 13107] 1080
[33414, 13107] 1218
[30162, 13107] 1064
[28748, 13107] 934
[32062, 13107] 1078
[30155, 13107] 1066
[30329, 13107] 956
[30892, 13107] 932
[32020, 13107] 978
[31998, 13107] 930
[32202, 13107] 1074
[25351, 13107] 1010
[26326, 13107] 1096
[27443, 13107] 1084
[32562, 13107] 1506
[32746, 13107] 1530
[16008, 14605] 58
[12670, 14605] 74
[11407, 14605] 106
[11087, 14605] 138
[15365, 14605] 56
[13420, 14605] 74
[14140, 14605] 164
[17207, 14605] 260
[15728, 14605] 18
[13470, 14605] 422
[18089, 14605] 776
[17812, 14605] 576
[20006, 14605] 710
[18703, 14605] 596
[18458, 14605] 750
[19155, 14605] 700
[19039, 14605] 370
[20436, 14605] 612
[27386, 14605] 740
[21116, 14605] 728
[24352, 14605] 770
[23742, 14605] 768
[20848, 14605] 400
[23411, 14605] 526
[23994, 14605] 652
[27316, 14605] 816
[27411, 14605] 774
[27395, 14605] 778
[25182, 14605] 732
[25498, 14605] 804
[27364, 14605] 696
[27376, 14605] 736
[28009, 14605] 712
[28236, 14605] 742
[24027, 14605] 676
[25118, 14605] 710
[26039, 14605] 716
[28002, 14605] 726
[28229, 14605] 752
[22136, 14605] 566
[23295, 14605] 630
[24131, 14605] 626
[20079, 14605] 424
[21061, 14605] 558
[20745, 14605] 610
[20627, 14605] 620
[21300, 14605] 588
[20231, 14605] 624
[18954, 14605] 384
[19484, 14605] 406
[20156, 14605] 472
[21241, 14605] 528
[28378, 14605] 836
[28619, 14605] 944
[32792, 14605] 1062
[33414, 14605] 1200
[30162, 14605] 1046
[28748, 14605] 916
[32062, 14605] 1060
[30155, 14605] 1048
[30329, 14605] 938
[30892, 14605] 914
[32020, 14605] 960
[31998, 14605] 912
[32202, 14605] 1056
[25351, 14605] 992
[26326, 14605] 1078
[27443, 14605] 1066
[32562, 14605] 1488
[32746, 14605] 1512
[12670, 16008] 56
[11407, 16008] 104
[11087, 16008] 136
[15365, 16008] 14
[13420, 16008] 56
[14140, 16008] 146
[17207, 16008] 242
[15728, 16008] 52
[13470, 16008] 404
[18089, 16008] 758
[17812, 16008] 558
[20006, 16008] 692
[18703, 16008] 578
[18458, 16008] 732
[19155, 16008] 682
[19039, 16008] 352
[20436, 16008] 594
[27386, 16008] 722
[21116, 16008] 710
[24352, 16008] 752
[23742, 16008] 750
[20848, 16008] 382
[23411, 16008] 508
[23994, 16008] 634
[27316, 16008] 798
[27411, 16008] 756
[27395, 16008] 760
[25182, 16008] 714
[25498, 16008] 786
[27364, 16008] 678
[27376, 16008] 718
[28009, 16008] 694
[28236, 16008] 724
[24027, 16008] 658
[25118, 16008] 692
[26039, 16008] 698
[28002, 16008] 708
[28229, 16008] 734
[22136, 16008] 548
[23295, 16008] 612
[24131, 16008] 608
[20079, 16008] 406
[21061, 16008] 540
[20745, 16008] 592
[20627, 16008] 602
[21300, 16008] 570
[20231, 16008] 606
[18954, 16008] 366
[19484, 16008] 388
[20156, 16008] 454
[21241, 16008] 510
[28378, 16008] 818
[28619, 16008] 926
[32792, 16008] 1044
[33414, 16008] 1182
[30162, 16008] 1028
[28748, 16008] 898
[32062, 16008] 1042
[30155, 16008] 1030
[30329, 16008] 920
[30892, 16008] 896
[32020, 16008] 942
[31998, 16008] 894
[32202, 16008] 1038
[25351, 16008] 974
[26326, 16008] 1060
[27443, 16008] 1048
[32562, 16008] 1470
[32746, 16008] 1494
[11407, 12670] 80
[11087, 12670] 112
[15365, 12670] 54
[13420, 12670] 20
[14140, 12670] 154
[17207, 12670] 250
[15728, 12670] 76
[13470, 12670] 412
[18089, 12670] 766
[17812, 12670] 566
[20006, 12670] 700
[18703, 12670] 586
[18458, 12670] 740
[19155, 12670] 690
[19039, 12670] 360
[20436, 12670] 602
[27386, 12670] 730
[21116, 12670] 718
[24352, 12670] 760
[23742, 12670] 758
[20848, 12670] 390
[23411, 12670] 516
[23994, 12670] 642
[27316, 12670] 806
[27411, 12670] 764
[27395, 12670] 768
[25182, 12670] 722
[25498, 12670] 794
[27364, 12670] 686
[27376, 12670] 726
[28009, 12670] 702
[28236, 12670] 732
[24027, 12670] 666
[25118, 12670] 700
[26039, 12670] 706
[28002, 12670] 716
[28229, 12670] 742
[22136, 12670] 556
[23295, 12670] 620
[24131, 12670] 616
[20079, 12670] 414
[21061, 12670] 548
[20745, 12670] 600
[20627, 12670] 610
[21300, 12670] 578
[20231, 12670] 614
[18954, 12670] 374
[19484, 12670] 396
[20156, 12670] 462
[21241, 12670] 518
[28378, 12670] 826
[28619, 12670] 934
[32792, 12670] 1052
[33414, 12670] 1190
[30162, 12670] 1036
[28748, 12670] 906
[32062, 12670] 1050
[30155, 12670] 1038
[30329, 12670] 928
[30892, 12670] 904
[32020, 12670] 950
[31998, 12670] 902
[32202, 12670] 1046
[25351, 12670] 982
[26326, 12670] 1068
[27443, 12670] 1056
[32562, 12670] 1478
[32746, 12670] 1502
[11087, 11407] 76
[15365, 11407] 102
[13420, 11407] 80
[14140, 11407] 206
[17207, 11407] 302
[15728, 11407] 108
[13470, 11407] 464
[18089, 11407] 818
[17812, 11407] 618
[20006, 11407] 752
[18703, 11407] 638
[18458, 11407] 792
[19155, 11407] 742
[19039, 11407] 412
[20436, 11407] 654
[27386, 11407] 782
[21116, 11407] 770
[24352, 11407] 812
[23742, 11407] 810
[20848, 11407] 442
[23411, 11407] 568
[23994, 11407] 694
[27316, 11407] 858
[27411, 11407] 816
[27395, 11407] 820
[25182, 11407] 774
[25498, 11407] 846
[27364, 11407] 738
[27376, 11407] 778
[28009, 11407] 754
[28236, 11407] 784
[24027, 11407] 718
[25118, 11407] 752
[26039, 11407] 758
[28002, 11407] 768
[28229, 11407] 794
[22136, 11407] 608
[23295, 11407] 672
[24131, 11407] 668
[20079, 11407] 466
[21061, 11407] 600
[20745, 11407] 652
[20627, 11407] 662
[21300, 11407] 630
[20231, 11407] 666
[18954, 11407] 426
[19484, 11407] 448
[20156, 11407] 514
[21241, 11407] 570
[28378, 11407] 878
[28619, 11407] 986
[32792, 11407] 1104
[33414, 11407] 1242
[30162, 11407] 1088
[28748, 11407] 958
[32062, 11407] 1102
[30155, 11407] 1090
[30329, 11407] 980
[30892, 11407] 956
[32020, 11407] 1002
[31998, 11407] 954
[32202, 11407] 1098
[25351, 11407] 1034
[26326, 11407] 1120
[27443, 11407] 1108
[32562, 11407] 1530
[32746, 11407] 1554
[15365, 11087] 134
[13420, 11087] 112
[14140, 11087] 238
[17207, 11087] 334
[15728, 11087] 140
[13470, 11087] 496
[18089, 11087] 850
[17812, 11087] 650
[20006, 11087] 784
[18703, 11087] 670
[18458, 11087] 824
[19155, 11087] 774
[19039, 11087] 444
[20436, 11087] 686
[27386, 11087] 814
[21116, 11087] 802
[24352, 11087] 844
[23742, 11087] 842
[20848, 11087] 474
[23411, 11087] 600
[23994, 11087] 726
[27316, 11087] 890
[27411, 11087] 848
[27395, 11087] 852
[25182, 11087] 806
[25498, 11087] 878
[27364, 11087] 770
[27376, 11087] 810
[28009, 11087] 786
[28236, 11087] 816
[24027, 11087] 750
[25118, 11087] 784
[26039, 11087] 790
[28002, 11087] 800
[28229, 11087] 826
[22136, 11087] 640
[23295, 11087] 704
[24131, 11087] 700
[20079, 11087] 498
[21061, 11087] 632
[20745, 11087] 684
[20627, 11087] 694
[21300, 11087] 662
[20231, 11087] 698
[18954, 11087] 458
[19484, 11087] 480
[20156, 11087] 546
[21241, 11087] 602
[28378, 11087] 910
[28619, 11087] 1018
[32792, 11087] 1136
[33414, 11087] 1274
[30162, 11087] 1120
[28748, 11087] 990
[32062, 11087] 1134
[30155, 11087] 1122
[30329, 11087] 1012
[30892, 11087] 988
[32020, 11087] 1034
[31998, 11087] 986
[32202, 11087] 1130
[25351, 11087] 1066
[26326, 11087] 1152
[27443, 11087] 1140
[32562, 11087] 1562
[32746, 11087] 1586
[13420, 15365] 54
[14140, 15365] 144
[17207, 15365] 240
[15728, 15365] 50
[13470, 15365] 402
[18089, 15365] 756
[17812, 15365] 556
[20006, 15365] 690
[18703, 15365] 576
[18458, 15365] 730
[19155, 15365] 680
[19039, 15365] 350
[20436, 15365] 592
[27386, 15365] 720
[21116, 15365] 708
[24352, 15365] 750
[23742, 15365] 748
[20848, 15365] 380
[23411, 15365] 506
[23994, 15365] 632
[27316, 15365] 796
[27411, 15365] 754
[27395, 15365] 758
[25182, 15365] 712
[25498, 15365] 784
[27364, 15365] 676
[27376, 15365] 716
[28009, 15365] 692
[28236, 15365] 722
[24027, 15365] 656
[25118, 15365] 690
[26039, 15365] 696
[28002, 15365] 706
[28229, 15365] 732
[22136, 15365] 546
[23295, 15365] 610
[24131, 15365] 606
[20079, 15365] 404
[21061, 15365] 538
[20745, 15365] 590
[20627, 15365] 600
[21300, 15365] 568
[20231, 15365] 604
[18954, 15365] 364
[19484, 15365] 386
[20156, 15365] 452
[21241, 15365] 508
[28378, 15365] 816
[28619, 15365] 924
[32792, 15365] 1042
[33414, 15365] 1180
[30162, 15365] 1026
[28748, 15365] 896
[32062, 15365] 1040
[30155, 15365] 1028
[30329, 15365] 918
[30892, 15365] 894
[32020, 15365] 940
[31998, 15365] 892
[32202, 15365] 1036
[25351, 15365] 972
[26326, 15365] 1058
[27443, 15365] 1046
[32562, 15365] 1468
[32746, 15365] 1492
[14140, 13420] 154
[17207, 13420] 250
[15728, 13420] 76
[13470, 13420] 412
[18089, 13420] 766
[17812, 13420] 566
[20006, 13420] 700
[18703, 13420] 586
[18458, 13420] 740
[19155, 13420] 690
[19039, 13420] 360
[20436, 13420] 602
[27386, 13420] 730
[21116, 13420] 718
[24352, 13420] 760
[23742, 13420] 758
[20848, 13420] 390
[23411, 13420] 516
[23994, 13420] 642
[27316, 13420] 806
[27411, 13420] 764
[27395, 13420] 768
[25182, 13420] 722
[25498, 13420] 794
[27364, 13420] 686
[27376, 13420] 726
[28009, 13420] 702
[28236, 13420] 732
[24027, 13420] 666
[25118, 13420] 700
[26039, 13420] 706
[28002, 13420] 716
[28229, 13420] 742
[22136, 13420] 556
[23295, 13420] 620
[24131, 13420] 616
[20079, 13420] 414
[21061, 13420] 548
[20745, 13420] 600
[20627, 13420] 610
[21300, 13420] 578
[20231, 13420] 614
[18954, 13420] 374
[19484, 13420] 396
[20156, 13420] 462
[21241, 13420] 518
[28378, 13420] 826
[28619, 13420] 934
[32792, 13420] 1052
[33414, 13420] 1190
[30162, 13420] 1036
[28748, 13420] 906
[32062, 13420] 1050
[30155, 13420] 1038
[30329, 13420] 928
[30892, 13420] 904
[32020, 13420] 950
[31998, 13420] 902
[32202, 13420] 1046
[25351, 13420] 982
[26326, 13420] 1068
[27443, 13420] 1056
[32562, 13420] 1478
[32746, 13420] 1502
[17207, 14140] 108
[15728, 14140] 166
[13470, 14140] 270
[18089, 14140] 624
[17812, 14140] 424
[20006, 14140] 558
[18703, 14140] 444
[18458, 14140] 598
[19155, 14140] 548
[19039, 14140] 218
[20436, 14140] 460
[27386, 14140] 588
[21116, 14140] 576
[24352, 14140] 618
[23742, 14140] 616
[20848, 14140] 248
[23411, 14140] 374
[23994, 14140] 500
[27316, 14140] 664
[27411, 14140] 622
[27395, 14140] 626
[25182, 14140] 580
[25498, 14140] 652
[27364, 14140] 544
[27376, 14140] 584
[28009, 14140] 560
[28236, 14140] 590
[24027, 14140] 524
[25118, 14140] 558
[26039, 14140] 564
[28002, 14140] 574
[28229, 14140] 600
[22136, 14140] 414
[23295, 14140] 478
[24131, 14140] 474
[20079, 14140] 272
[21061, 14140] 406
[20745, 14140] 458
[20627, 14140] 468
[21300, 14140] 436
[20231, 14140] 472
[18954, 14140] 232
[19484, 14140] 254
[20156, 14140] 320
[21241, 14140] 376
[28378, 14140] 684
[28619, 14140] 792
[32792, 14140] 910
[33414, 14140] 1048
[30162, 14140] 894
[28748, 14140] 764
[32062, 14140] 908
[30155, 14140] 896
[30329, 14140] 786
[30892, 14140] 762
[32020, 14140] 808
[31998, 14140] 760
[32202, 14140] 904
[25351, 14140] 840
[26326, 14140] 926
[27443, 14140] 914
[32562, 14140] 1336
[32746, 14140] 1360
[15728, 17207] 262
