[7823, 8211] 102
[28378, 11356] 878
[28619, 11356] 986
[30162, 11356] 1088
[32062, 11356] 1102
[30155, 11356] 1090
[30329, 11356] 980
[32020, 11356] 1002
[31998, 11356] 954
[32202, 11356] 1098
[32746, 11356] 1554
[13107, 12593] 20
[16008, 12593] 84
[12670, 12593] 60
[11407, 12593] 92
[11087, 12593] 124
[15365, 12593] 82
[13420, 12593] 60
[14140, 12593] 186
[17207, 12593] 282
[15728, 12593] 60
[18089, 12593] 798
[17812, 12593] 598
[20006, 12593] 732
[18703, 12593] 618
[18458, 12593] 772
[19155, 12593] 722
[19039, 12593] 392
[20436, 12593] 634
[27386, 12593] 762
[21116, 12593] 750
[24352, 12593] 792
[23742, 12593] 790
[20848, 12593] 422
[23411, 12593] 548
[23994, 12593] 674
[27316, 12593] 838
[27411, 12593] 796
[27395, 12593] 800
[25182, 12593] 754
[25498, 12593] 826
[27376, 12593] 758
[24027, 12593] 698
[26039, 12593] 738
[23295, 12593] 652
[24131, 12593] 648
[20079, 12593] 446
[21061, 12593] 580
[20745, 12593] 632
[20627, 12593] 642
[21300, 12593] 610
[18954, 12593] 406
[19484, 12593] 428
[20156, 12593] 494
[28378, 12593] 858
[28619, 12593] 966
[30162, 12593] 1068
[32062, 12593] 1082
[30155, 12593] 1070
[30329, 12593] 960
[32020, 12593] 982
[31998, 12593] 934
[32202, 12593] 1078
[32746, 12593] 1534
[16008, 13107] 80
[12670, 13107] 56
[11407, 13107] 88
[11087, 13107] 120
[15365, 13107] 78
[13420, 13107] 56
[14140, 13107] 182
[17207, 13107] 278
[15728, 13107] 56
[18089, 13107] 794
[17812, 13107] 594
[20006, 13107] 728
[18703, 13107] 614
[18458, 13107] 768
[19155, 13107] 718
[19039, 13107] 388
[20436, 13107] 630
[27386, 13107] 758
[21116, 13107] 746
[24352, 13107] 788
[23742, 13107] 786
[20848, 13107] 418
[23411, 13107] 544
[23994, 13107] 670
[27316, 13107] 834
[27411, 13107] 792
[27395, 13107] 796
[25182, 13107] 750
[25498, 13107] 822
[27376, 13107] 754
[24027, 13107] 694
[26039, 13107] 734
[23295, 13107] 648
[24131, 13107] 644
[20079, 13107] 442
[21061, 13107] 576
[20745, 13107] 628
[20627, 13107] 638
[21300, 13107] 606
[18954, 13107] 402
[19484, 13107] 424
[20156, 13107] 490
[28378, 13107] 854
[28619, 13107] 962
[30162, 13107] 1064
[32062, 13107] 1078
[30155, 13107] 1066
[30329, 13107] 956
[32020, 13107] 978
[31998, 13107] 930
[32202, 13107] 1074
[32746, 13107] 1530
[12670, 16008] 56
[11407, 16008] 104
[11087, 16008] 136
[15365, 16008] 14
[13420, 16008] 56
[14140, 16008] 146
[17207, 16008] 242
[15728, 16008] 52
[18089, 16008] 758
[17812, 16008] 558
[20006, 16008] 692
[18703, 16008] 578
[18458, 16008] 732
[19155, 16008] 682
[19039, 16008] 352
[20436, 16008] 594
[27386, 16008] 722
[21116, 16008] 710
[24352, 16008] 752
[23742, 16008] 750
[20848, 16008] 382
[23411, 16008] 508
[23994, 16008] 634
[27316, 16008] 798
[27411, 16008] 756
[27395, 16008] 760
[25182, 16008] 714
[25498, 16008] 786
[27376, 16008] 718
[24027, 16008] 658
[26039, 16008] 698
[23295, 16008] 612
[24131, 16008] 608
[20079, 16008] 406
[21061, 16008] 540
[20745, 16008] 592
[20627, 16008] 602
[21300, 16008] 570
[18954, 16008] 366
[19484, 16008] 388
[20156, 16008] 454
[28378, 16008] 818
[28619, 16008] 926
[30162, 16008] 1028
[32062, 16008] 1042
[30155, 16008] 1030
[30329, 16008] 920
[32020, 16008] 942
[31998, 16008] 894
[32202, 16008] 1038
[32746, 16008] 1494
[11407, 12670] 80
[11087, 12670] 112
[15365, 12670] 54
[13420, 12670] 20
[14140, 12670] 154
[17207, 12670] 250
[15728, 12670] 76
[18089, 12670] 766
[17812, 12670] 566
[20006, 12670] 700
[18703, 12670] 586
[18458, 12670] 740
[19155, 12670] 690
[19039, 12670] 360
[20436, 12670] 602
[27386, 12670] 730
[21116, 12670] 718
[24352, 12670] 760
[23742, 12670] 758
[20848, 12670] 390
[23411, 12670] 516
[23994, 12670] 642
[27316, 12670] 806
[27411, 12670] 764
[27395, 12670] 768
[25182, 12670] 722
[25498, 12670] 794
[27376, 12670] 726
[24027, 12670] 666
[26039, 12670] 706
[23295, 12670] 620
[24131, 12670] 616
[20079, 12670] 414
[21061, 12670] 548
[20745, 12670] 600
[20627, 12670] 610
[21300, 12670] 578
[18954, 12670] 374
[19484, 12670] 396
[20156, 12670] 462
[28378, 12670] 826
[28619, 12670] 934
[30162, 12670] 1036
[32062, 12670] 1050
[30155, 12670] 1038
[30329, 12670] 928
[32020, 12670] 950
[31998, 12670] 902
[32202, 12670] 1046
[32746, 12670] 1502
[11087, 11407] 76
[15365, 11407] 102
[13420, 11407] 80
[14140, 11407] 206
[17207, 11407] 302
[15728, 11407] 108
[18089, 11407] 818
[17812, 11407] 618
[20006, 11407] 752
[18703, 11407] 638
[18458, 11407] 792
[19155, 11407] 742
[19039, 11407] 412
[20436, 11407] 654
[27386, 11407] 782
[21116, 11407] 770
[24352, 11407] 812
[23742, 11407] 810
[20848, 11407] 442
[23411, 11407] 568
[23994, 11407] 694
[27316, 11407] 858
[27411, 11407] 816
[27395, 11407] 820
[25182, 11407] 774
[25498, 11407] 846
[27376, 11407] 778
[24027, 11407] 718
[26039, 11407] 758
[23295, 11407] 672
[24131, 11407] 668
[20079, 11407] 466
[21061, 11407] 600
[20745, 11407] 652
[20627, 11407] 662
[21300, 11407] 630
[18954, 11407] 426
[19484, 11407] 448
[20156, 11407] 514
[28378, 11407] 878
[28619, 11407] 986
[30162, 11407] 1088
[32062, 11407] 1102
[30155, 11407] 1090
[30329, 11407] 980
[32020, 11407] 1002
[31998, 11407] 954
[32202, 11407] 1098
[32746, 11407] 1554
[15365, 11087] 134
[13420, 11087] 112
[14140, 11087] 238
[17207, 11087] 334
[15728, 11087] 140
[18089, 11087] 850
[17812, 11087] 650
[20006, 11087] 784
[18703, 11087] 670
[18458, 11087] 824
[19155, 11087] 774
[19039, 11087] 444
[20436, 11087] 686
[27386, 11087] 814
[21116, 11087] 802
[24352, 11087] 844
[23742, 11087] 842
[20848, 11087] 474
[23411, 11087] 600
[23994, 11087] 726
[27316, 11087] 890
[27411, 11087] 848
[27395, 11087] 852
[25182, 11087] 806
[25498, 11087] 878
[27376, 11087] 810
[24027, 11087] 750
[26039, 11087] 790
[23295, 11087] 704
[24131, 11087] 700
[20079, 11087] 498
[21061, 11087] 632
[20745, 11087] 684
[20627, 11087] 694
[21300, 11087] 662
[18954, 11087] 458
[19484, 11087] 480
[20156, 11087] 546
[28378, 11087] 910
[28619, 11087] 1018
[30162, 11087] 1120
[32062, 11087] 1134
[30155, 11087] 1122
[30329, 11087] 1012
[32020, 11087] 1034
[31998, 11087] 986
[32202, 11087] 1130
[32746, 11087] 1586
[13420, 15365] 54
[14140, 15365] 144
[17207, 15365] 240
[15728, 15365] 50
[18089, 15365] 756
[17812, 15365] 556
[20006, 15365] 690
[18703, 15365] 576
[18458, 15365] 730
[19155, 15365] 680
[19039, 15365] 350
[20436, 15365] 592
[27386, 15365] 720
[21116, 15365] 708
[24352, 15365] 750
[23742, 15365] 748
[20848, 15365] 380
[23411, 15365] 506
[23994, 15365] 632
[27316, 15365] 796
[27411, 15365] 754
[27395, 15365] 758
[25182, 15365] 712
[25498, 15365] 784
[27376, 15365] 716
[24027, 15365] 656
[26039, 15365] 696
[23295, 15365] 610
[24131, 15365] 606
[20079, 15365] 404
[21061, 15365] 538
[20745, 15365] 590
[20627, 15365] 600
[21300, 15365] 568
[18954, 15365] 364
[19484, 15365] 386
[20156, 15365] 452
[28378, 15365] 816
[28619, 15365] 924
[30162, 15365] 1026
[32062, 15365] 1040
[30155, 15365] 1028
[30329, 15365] 918
[32020, 15365] 940
[31998, 15365] 892
[32202, 15365] 1036
[32746, 15365] 1492
[14140, 13420] 154
[17207, 13420] 250
[15728, 13420] 76
[18089, 13420] 766
[17812, 13420] 566
[20006, 13420] 700
[18703, 13420] 586
[18458, 13420] 740
[19155, 13420] 690
[19039, 13420] 360
[20436, 13420] 602
[27386, 13420] 730
[21116, 13420] 718
[24352, 13420] 760
[23742, 13420] 758
[20848, 13420] 390
[23411, 13420] 516
[23994, 13420] 642
[27316, 13420] 806
[27411, 13420] 764
[27395, 13420] 768
[25182, 13420] 722
[25498, 13420] 794
[27376, 13420] 726
[24027, 13420] 666
[26039, 13420] 706
[23295, 13420] 620
[24131, 13420] 616
[20079, 13420] 414
[21061, 13420] 548
[20745, 13420] 600
[20627, 13420] 610
[21300, 13420] 578
[18954, 13420] 374
[19484, 13420] 396
[20156, 13420] 462
[28378, 13420] 826
[28619, 13420] 934
[30162, 13420] 1036
[32062, 13420] 1050
[30155, 13420] 1038
[30329, 13420] 928
[32020, 13420] 950
[31998, 13420] 902
[32202, 13420] 1046
[32746, 13420] 1502
[17207, 14140] 108
[15728, 14140] 166
[18089, 14140] 624
[17812, 14140] 424
[20006, 14140] 558
[18703, 14140] 444
[18458, 14140] 598
[19155, 14140] 548
[19039, 14140] 218
[20436, 14140] 460
[27386, 14140] 588
[21116, 14140] 576
[24352, 14140] 618
[23742, 14140] 616
[20848, 14140] 248
[23411, 14140] 374
[23994, 14140] 500
[27316, 14140] 664
[27411, 14140] 622
[27395, 14140] 626
[25182, 14140] 580
[25498, 14140] 652
[27376, 14140] 584
[24027, 14140] 524
[26039, 14140] 564
[23295, 14140] 478
[24131, 14140] 474
[20079, 14140] 272
[21061, 14140] 406
[20745, 14140] 458
[20627, 14140] 468
[21300, 14140] 436
[18954, 14140] 232
[19484, 14140] 254
[20156, 14140] 320
[28378, 14140] 684
[28619, 14140] 792
[30162, 14140] 894
[32062, 14140] 908
[30155, 14140] 896
[30329, 14140] 786
[32020, 14140] 808
[31998, 14140] 760
[32202, 14140] 904
[32746, 14140] 1360
[15728, 17207] 262
[18089, 17207] 556
[17812, 17207] 356
[20006, 17207] 490
[18703, 17207] 376
[18458, 17207] 530
[19155, 17207] 480
[19039, 17207] 138
[20436, 17207] 392
[27386, 17207] 520
[21116, 17207] 508
[24352, 17207] 550
[23742, 17207] 548
[20848, 17207] 168
[23411, 17207] 294
[23994, 17207] 432
[27316, 17207] 596
[27411, 17207] 554
[27395, 17207] 558
[25182, 17207] 512
[25498, 17207] 584
[27376, 17207] 516
[24027, 17207] 456
[26039, 17207] 496
[23295, 17207] 410
[24131, 17207] 406
[20079, 17207] 204
[21061, 17207] 338
[20745, 17207] 390
[20627, 17207] 400
[21300, 17207] 368
[18954, 17207] 160
[19484, 17207] 186
[20156, 17207] 252
[28378, 17207] 616
[28619, 17207] 724
[30162, 17207] 826
[32062, 17207] 840
[30155, 17207] 828
[30329, 17207] 718
[32020, 17207] 740
[31998, 17207] 692
[32202, 17207] 836
[32746, 17207] 1292
[18089, 15728] 778
[17812, 15728] 578
[20006, 15728] 712
[18703, 15728] 598
[18458, 15728] 752
[19155, 15728] 702
[19039, 15728] 372
[20436, 15728] 614
[27386, 15728] 742
[21116, 15728] 730
[24352, 15728] 772
[23742, 15728] 770
[20848, 15728] 402
[23411, 15728] 528
[23994, 15728] 654
[27316, 15728] 818
[27411, 15728] 776
[27395, 15728] 780
[25182, 15728] 734
[25498, 15728] 806
[27376, 15728] 738
[24027, 15728] 678
[26039, 15728] 718
[23295, 15728] 632
[24131, 15728] 628
[20079, 15728] 426
[21061, 15728] 560
[20745, 15728] 612
[20627, 15728] 622
[21300, 15728] 590
[18954, 15728] 386
[19484, 15728] 408
[20156, 15728] 474
[28378, 15728] 838
[28619, 15728] 946
[30162, 15728] 1048
[32062, 15728] 1062
[30155, 15728] 1050
[30329, 15728] 940
[32020, 15728] 962
[31998, 15728] 914
[32202, 15728] 1058
[32746, 15728] 1514
[17812, 18089] 256
[20006, 18089] 94
[18703, 18089] 240
[18458, 18089] 54
[19155, 18089] 128
[19039, 18089] 542
[20436, 18089] 260
[27386, 18089] 532
[21116, 18089] 204
[24352, 18089] 238
[23742, 18089] 236
[20848, 18089] 612
[23411, 18089] 798
[23994, 18089] 424
[27316, 18089] 628
[27411, 18089] 586
[27395, 18089] 590
[25182, 18089] 544
[25498, 18089] 616
[27376, 18089] 528
[24027, 18089] 488
[26039, 18089] 508
[23295, 18089] 442
[24131, 18089] 398
[20079, 18089] 484
[21061, 18089] 338
[20745, 18089] 266
[20627, 18089] 276
[21300, 18089] 344
[18954, 18089] 520
[19484, 18089] 490
[20156, 18089] 424
[28378, 18089] 648
[28619, 18089] 384
[30162, 18089] 842
[32062, 18089] 856
[30155, 18089] 844
[30329, 18089] 734
[32020, 18089] 756
[31998, 18089] 708
[32202, 18089] 852
[32746, 18089] 952
[20006, 17812] 190
[18703, 17812] 76
[18458, 17812] 230
[19155, 17812] 180
[19039, 17812] 370
[20436, 17812] 92
[27386, 17812] 360
[21116, 17812] 208
[24352, 17812] 250
[23742, 17812] 248
[20848, 17812] 440
[23411, 17812] 598
[23994, 17812] 252
[27316, 17812] 456
[27411, 17812] 414
[27395, 17812] 418
[25182, 17812] 372
[25498, 17812] 444
[27376, 17812] 356
[24027, 17812] 316
[26039, 17812] 336
[23295, 17812] 270
[24131, 17812] 226
[20079, 17812] 312
[21061, 17812] 166
[20745, 17812] 94
[20627, 17812] 104
[21300, 17812] 172
[18954, 17812] 348
[19484, 17812] 318
[20156, 17812] 252
[28378, 17812] 476
[28619, 17812] 424
[30162, 17812] 686
[32062, 17812] 700
[30155, 17812] 688
[30329, 17812] 578
[32020, 17812] 600
[31998, 17812] 552
[32202, 17812] 696
[32746, 17812] 992
[18703, 20006] 174
[18458, 20006] 68
[19155, 20006] 66
[19039, 20006] 476
[20436, 20006] 194
[27386, 20006] 466
[21116, 20006] 138
[24352, 20006] 172
[23742, 20006] 170
[20848, 20006] 546
[23411, 20006] 732
[23994, 20006] 358
[27316, 20006] 562
[27411, 20006] 520
[27395, 20006] 524
[25182, 20006] 478
[25498, 20006] 550
[27376, 20006] 462
[24027, 20006] 422
[26039, 20006] 442
[23295, 20006] 376
[24131, 20006] 332
[20079, 20006] 418
[21061, 20006] 272
[20745, 20006] 200
[20627, 20006] 210
[21300, 20006] 278
[18954, 20006] 454
[19484, 20006] 424
[20156, 20006] 358
[28378, 20006] 582
[28619, 20006] 318
[30162, 20006] 776
[32062, 20006] 790
[30155, 20006] 778
[30329, 20006] 668
[32020, 20006] 690
[31998, 20006] 642
[32202, 20006] 786
[32746, 20006] 886
[18458, 18703] 214
[19155, 18703] 164
[19039, 18703] 386
[20436, 18703] 104
[27386, 18703] 376
[21116, 18703] 216
[24352, 18703] 250
[23742, 18703] 248
[20848, 18703] 456
[23411, 18703] 618
[23994, 18703] 268
[27316, 18703] 472
[27411, 18703] 430
[27395, 18703] 434
[25182, 18703] 388
[25498, 18703] 460
[27376, 18703] 372
[24027, 18703] 332
[26039, 18703] 352
[23295, 18703] 286
[24131, 18703] 242
[20079, 18703] 328
[21061, 18703] 182
[20745, 18703] 110
[20627, 18703] 120
[21300, 18703] 188
[18954, 18703] 364
[19484, 18703] 334
[20156, 18703] 268
[28378, 18703] 492
[28619, 18703] 408
[30162, 18703] 702
[32062, 18703] 716
[30155, 18703] 704
[30329, 18703] 594
[32020, 18703] 616
[31998, 18703] 568
[32202, 18703] 712
[32746, 18703] 976
[19155, 18458] 102
[19039, 18458] 516
[20436, 18458] 234
[27386, 18458] 506
[21116, 18458] 178
[24352, 18458] 212
[23742, 18458] 210
[20848, 18458] 586
[23411, 18458] 772
[23994, 18458] 398
[27316, 18458] 602
[27411, 18458] 560
[27395, 18458] 564
[25182, 18458] 518
[25498, 18458] 590
[27376, 18458] 502
[24027, 18458] 462
[26039, 18458] 482
[23295, 18458] 416
[24131, 18458] 372
[20079, 18458] 458
[21061, 18458] 312
[20745, 18458] 240
[20627, 18458] 250
[21300, 18458] 318
[18954, 18458] 494
[19484, 18458] 464
[20156, 18458] 398
[28378, 18458] 622
[28619, 18458] 358
[30162, 18458] 816
[32062, 18458] 830
[30155, 18458] 818
[30329, 18458] 708
[32020, 18458] 730
[31998, 18458] 682
[32202, 18458] 826
[32746, 18458] 926
[19039, 19155] 466
[20436, 19155] 184
[27386, 19155] 456
[21116, 19155] 128
[24352, 19155] 162
[23742, 19155] 160
[20848, 19155] 536
[23411, 19155] 722
[23994, 19155] 348
[27316, 19155] 552
[27411, 19155] 510
[27395, 19155] 514
[25182, 19155] 468
[25498, 19155] 540
[27376, 19155] 452
[24027, 19155] 412
[26039, 19155] 432
[23295, 19155] 366
[24131, 19155] 322
[20079, 19155] 408
[21061, 19155] 262
[20745, 19155] 190
[20627, 19155] 200
[21300, 19155] 268
[18954, 19155] 444
[19484, 19155] 414
[20156, 19155] 348
[28378, 19155] 572
[28619, 19155] 308
[30162, 19155] 766
[32062, 19155] 780
[30155, 19155] 768
[30329, 19155] 658
[32020, 19155] 680
[31998, 19155] 632
[32202, 19155] 776
[32746, 19155] 876
[20436, 19039] 318
[27386, 19039] 402
[21116, 19039] 434
[24352, 19039] 476
[23742, 19039] 474
[20848, 19039] 86
[23411, 19039] 280
[23994, 19039] 314
[27316, 19039] 478
[27411, 19039] 436
[27395, 19039] 440
[25182, 19039] 394
[25498, 19039] 466
[27376, 19039] 398
[24027, 19039] 338
[26039, 19039] 378
[23295, 19039] 292
[24131, 19039] 288
[20079, 19039] 86
[21061, 19039] 220
[20745, 19039] 312
[20627, 19039] 282
[21300, 19039] 250
[18954, 19039] 42
[19484, 19039] 68
[20156, 19039] 134
[28378, 19039] 498
[28619, 19039] 642
[30162, 19039] 708
[32062, 19039] 722
[30155, 19039] 710
[30329, 19039] 600
[32020, 19039] 622
[31998, 19039] 574
[32202, 19039] 718
[32746, 19039] 1222
[27386, 20436] 308
[21116, 20436] 128
[24352, 20436] 170
[23742, 20436] 168
[20848, 20436] 388
[23411, 20436] 578
[23994, 20436] 200
[27316, 20436] 404
[27411, 20436] 362
[27395, 20436] 366
[25182, 20436] 320
[25498, 20436] 392
[27376, 20436] 304
[24027, 20436] 264
[26039, 20436] 284
[23295, 20436] 218
[24131, 20436] 174
[20079, 20436] 260
[21061, 20436] 114
[20745, 20436] 26
[20627, 20436] 52
[21300, 20436] 120
[18954, 20436] 296
[19484, 20436] 266
[20156, 20436] 200
[28378, 20436] 424
[28619, 20436] 344
[30162, 20436] 634
[32062, 20436] 648
[30155, 20436] 636
[30329, 20436] 526
[32020, 20436] 548
[31998, 20436] 500
[32202, 20436] 644
[32746, 20436] 916
[21116, 27386] 424
[24352, 27386] 466
[23742, 27386] 464
[20848, 27386] 472
[23411, 27386] 662
[23994, 27386] 244
[27316, 27386] 144
[27411, 27386] 86
[27395, 27386] 90
[25182, 27386] 92
[25498, 27386] 144
[27376, 27386] 20
[24027, 27386] 144
[26039, 27386] 44
[23295, 27386] 182
[24131, 27386] 218
[20079, 27386] 344
[21061, 27386] 210
[20745, 27386] 302
[20627, 27386] 272
[21300, 27386] 228
[18954, 27386] 380
[19484, 27386] 350
[20156, 27386] 284
[28378, 27386] 148
[28619, 27386] 368
[30162, 27386] 358
[32062, 27386] 372
[30155, 27386] 360
[30329, 27386] 250
[32020, 27386] 272
[31998, 27386] 224
[32202, 27386] 368
[32746, 27386] 1212
[24352, 21116] 110
[23742, 21116] 108
[20848, 21116] 504
[23411, 21116] 694
[23994, 21116] 316
[27316, 21116] 520
[27411, 21116] 478
[27395, 21116] 482
[25182, 21116] 436
[25498, 21116] 508
[27376, 21116] 420
[24027, 21116] 380
[26039, 21116] 400
[23295, 21116] 334
[24131, 21116] 290
[20079, 21116] 376
[21061, 21116] 230
[20745, 21116] 134
[20627, 21116] 168
[21300, 21116] 236
[18954, 21116] 412
[19484, 21116] 382
[20156, 21116] 316
[28378, 21116] 540
[28619, 21116] 284
[30162, 21116] 742
[32062, 21116] 756
[30155, 21116] 744
[30329, 21116] 634
[32020, 21116] 656
[31998, 21116] 608
[32202, 21116] 752
[32746, 21116] 852
[23742, 24352] 18
[20848, 24352] 546
[23411, 24352] 736
[23994, 24352] 358
[27316, 24352] 562
[27411, 24352] 520
[27395, 24352] 524
[25182, 24352] 478
[25498, 24352] 550
[27376, 24352] 462
[24027, 24352] 422
[26039, 24352] 442
[23295, 24352] 376
[24131, 24352] 332
[20079, 24352] 418
[21061, 24352] 272
[20745, 24352] 176
[20627, 24352] 210
[21300, 24352] 278
[18954, 24352] 454
[19484, 24352] 424
[20156, 24352] 358
[28378, 24352] 518
[28619, 24352] 198
[30162, 24352] 656
[32062, 24352] 670
[30155, 24352] 658
[30329, 24352] 548
[32020, 24352] 570
[31998, 24352] 522
[32202, 24352] 666
[32746, 24352] 866
[20848, 23742] 544
[23411, 23742] 734
[23994, 23742] 356
[27316, 23742] 560
[27411, 23742] 518
[27395, 23742] 522
[25182, 23742] 476
[25498, 23742] 548
[27376, 23742] 460
[24027, 23742] 420
[26039, 23742] 440
[23295, 23742] 374
[24131, 23742] 330
[20079, 23742] 416
[21061, 23742] 270
[20745, 23742] 174
[20627, 23742] 208
[21300, 23742] 276
[18954, 23742] 452
[19484, 23742] 422
[20156, 23742] 356
[28378, 23742] 520
[28619, 23742] 200
[30162, 23742] 658
[32062, 23742] 672
[30155, 23742] 660
[30329, 23742] 550
[32020, 23742] 572
[31998, 23742] 524
[32202, 23742] 668
[32746, 23742] 868
[23411, 20848] 310
[23994, 20848] 384
[27316, 20848] 548
[27411, 20848] 506
[27395, 20848] 510
[25182, 20848] 464
[25498, 20848] 536
[27376, 20848] 468
[24027, 20848] 408
[26039, 20848] 448
[23295, 20848] 362
[24131, 20848] 358
[20079, 20848] 156
[21061, 20848] 290
[20745, 20848] 382
[20627, 20848] 352
[21300, 20848] 320
[18954, 20848] 112
[19484, 20848] 138
[20156, 20848] 204
[28378, 20848] 568
[28619, 20848] 712
[30162, 20848] 778
[32062, 20848] 792
[30155, 20848] 780
[30329, 20848] 670
[32020, 20848] 692
[31998, 20848] 644
[32202, 20848] 788
[32746, 20848] 1292
[23994, 23411] 574
[27316, 23411] 738
[27411, 23411] 696
[27395, 23411] 700
[25182, 23411] 654
[25498, 23411] 726
[27376, 23411] 658
[24027, 23411] 598
[26039, 23411] 638
[23295, 23411] 552
[24131, 23411] 548
[20079, 23411] 346
[21061, 23411] 480
[20745, 23411] 572
[20627, 23411] 542
[21300, 23411] 510
[18954, 23411] 302
[19484, 23411] 328
[20156, 23411] 394
[28378, 23411] 758
[28619, 23411] 902
[30162, 23411] 968
[32062, 23411] 982
[30155, 23411] 970
[30329, 23411] 860
[32020, 23411] 882
[31998, 23411] 834
[32202, 23411] 978
[32746, 23411] 1482
[27316, 23994] 340
[27411, 23994] 298
[27395, 23994] 302
[25182, 23994] 264
[25498, 23994] 328
[27376, 23994] 240
[24027, 23994] 208
[26039, 23994] 220
[23295, 23994] 162
[24131, 23994] 74
[20079, 23994] 256
[21061, 23994] 122
[20745, 23994] 194
[20627, 23994] 164
[21300, 23994] 120
[18954, 23994] 292
[19484, 23994] 262
[20156, 23994] 196
[28378, 23994] 360
[28619, 23994] 464
[30162, 23994] 570
[32062, 23994] 584
[30155, 23994] 572
[30329, 23994] 462
[32020, 23994] 484
[31998, 23994] 436
[32202, 23994] 580
[32746, 23994] 1104
[27411, 27316] 106
[27395, 27316] 114
[25182, 27316] 116
[25498, 27316] 56
[27376, 27316] 148
[24027, 27316] 180
[26039, 27316] 140
[23295, 27316] 218
[24131, 27316] 314
[20079, 27316] 420
[21061, 27316] 306
[20745, 27316] 398
[20627, 27316] 368
[21300, 27316] 324
[18954, 27316] 456
[19484, 27316] 426
[20156, 27316] 360
[28378, 27316] 168
[28619, 27316] 480
[30162, 27316] 378
[32062, 27316] 392
[30155, 27316] 380
[30329, 27316] 270
[32020, 27316] 292
[31998, 27316] 244
[32202, 27316] 388
[32746, 27316] 1308
[27395, 27411] 36
[25182, 27411] 74
[25498, 27411] 106
[27376, 27411] 90
[24027, 27411] 138
[26039, 27411] 98
[23295, 27411] 176
[24131, 27411] 272
[20079, 27411] 378
[21061, 27411] 264
[20745, 27411] 356
[20627, 27411] 326
[21300, 27411] 282
[18954, 27411] 414
[19484, 27411] 384
[20156, 27411] 318
[28378, 27411] 74
[28619, 27411] 422
[30162, 27411] 284
[32062, 27411] 298
[30155, 27411] 286
[30329, 27411] 176
[32020, 27411] 198
[31998, 27411] 150
[32202, 27411] 294
[32746, 27411] 1266
[25182, 27395] 78
[25498, 27395] 114
[27376, 27395] 94
[24027, 27395] 142
[26039, 27395] 102
[23295, 27395] 180
[24131, 27395] 276
[20079, 27395] 382
[21061, 27395] 268
[20745, 27395] 360
[20627, 27395] 330
[21300, 27395] 286
[18954, 27395] 418
[19484, 27395] 388
[20156, 27395] 322
[28378, 27395] 98
[28619, 27395] 426
[30162, 27395] 308
[32062, 27395] 322
[30155, 27395] 310
[30329, 27395] 200
[32020, 27395] 222
[31998, 27395] 174
[32202, 27395] 318
[32746, 27395] 1270
[25498, 25182] 104
[27376, 25182] 96
[24027, 25182] 96
[26039, 25182] 76
[23295, 25182] 134
[24131, 25182] 238
[20079, 25182] 336
[21061, 25182] 222
[20745, 25182] 314
[20627, 25182] 284
[21300, 25182] 240
[18954, 25182] 372
[19484, 25182] 342
[20156, 25182] 276
[28378, 25182] 136
[28619, 25182] 428
[30162, 25182] 346
[32062, 25182] 360
[30155, 25182] 348
[30329, 25182] 238
[32020, 25182] 260
[31998, 25182] 212
[32202, 25182] 356
[32746, 25182] 1224
[27376, 25498] 148
[24027, 25498] 168
[26039, 25498] 128
[23295, 25498] 206
[24131, 25498] 302
[20079, 25498] 408
[21061, 25498] 294
[20745, 25498] 386
[20627, 25498] 356
[21300, 25498] 312
[18954, 25498] 444
[19484, 25498] 414
[20156, 25498] 348
[28378, 25498] 168
[28619, 25498] 480
[30162, 25498] 378
[32062, 25498] 392
[30155, 25498] 380
[30329, 25498] 270
[32020, 25498] 292
[31998, 25498] 244
[32202, 25498] 388
[32746, 25498] 1296
[24027, 27376] 148
[26039, 27376] 44
[23295, 27376] 186
[24131, 27376] 214
[20079, 27376] 340
[21061, 27376] 206
[20745, 27376] 298
[20627, 27376] 268
[21300, 27376] 224
[18954, 27376] 376
[19484, 27376] 346
[20156, 27376] 280
[28378, 27376] 152
[28619, 27376] 364
[30162, 27376] 362
[32062, 27376] 376
[30155, 27376] 364
[30329, 27376] 254
[32020, 27376] 276
[31998, 27376] 228
[32202, 27376] 372
[32746, 27376] 1208
[26039, 24027] 128
[23295, 24027] 78
[24131, 24027] 182
[20079, 24027] 280
[21061, 24027] 166
[20745, 24027] 258
[20627, 24027] 228
[21300, 24027] 184
[18954, 24027] 316
[19484, 24027] 286
[20156, 24027] 220
[28378, 24027] 200
[28619, 24027] 480
[30162, 24027] 410
[32062, 24027] 424
[30155, 24027] 412
[30329, 24027] 302
[32020, 24027] 324
[31998, 24027] 276
[32202, 24027] 420
[32746, 24027] 1168
[23295, 26039] 166
[24131, 26039] 194
[20079, 26039] 320
[21061, 26039] 186
[20745, 26039] 278
[20627, 26039] 248
[21300, 26039] 204
[18954, 26039] 356
[19484, 26039] 326
[20156, 26039] 260
[28378, 26039] 160
[28619, 26039] 372
[30162, 26039] 370
[32062, 26039] 384
[30155, 26039] 372
[30329, 26039] 262
[32020, 26039] 284
[31998, 26039] 236
[32202, 26039] 380
[32746, 26039] 1188
[24131, 23295] 136
[20079, 23295] 234
[21061, 23295] 120
[20745, 23295] 212
[20627, 23295] 182
[21300, 23295] 138
[18954, 23295] 270
[19484, 23295] 240
[20156, 23295] 174
[28378, 23295] 238
[28619, 23295] 490
[30162, 23295] 448
[32062, 23295] 462
[30155, 23295] 450
